2020-11-19,868,['2']
2020-11-29,1755,"['15', '22']"
2020-11-28,736,['1']
2020-11-24,748,"['141', '142']"
2020-11-09,1040,['142']
2020-11-23,924,"['1', '128', '154']"
2020-11-07,968,['142']
2020-11-26,28,"['2', '123']"
2020-11-29,74,"['2', '188']"
2020-11-15,1149,"['1', '21', '134']"
2020-11-25,1382,['128']
2020-11-10,693,['138']
2020-11-13,1500,['129']
2020-11-12,723,"['151', '164']"
2020-11-26,1435,"['151', '164']"
2020-11-18,80,['123']
2020-11-28,694,['76']
2020-11-24,1924,"['12', '26', '76', '146', '151', '196']"
2020-11-16,1078,['107']
2020-11-15,1385,"['12', '154']"
2020-11-25,47,"['151', '188']"
2020-11-19,1729,['134']
2020-11-14,1176,['130']
2020-11-25,997,"['93', '169']"
2020-11-10,143,['187']
2020-11-20,1175,"['12', '128']"
2020-11-28,195,['188']
2020-11-11,30,['2']
2020-11-23,118,['188']
2020-11-26,35,['2']
2020-11-15,810,"['132', '134']"
2020-11-09,969,['130']
2020-11-18,998,['138']
2020-11-29,400,['1']
2020-11-15,675,"['15', '76', '187']"
2020-11-05,234,['124']
2020-11-16,1685,['134']
2020-11-12,1140,['1']
2020-11-21,1547,['128']
2020-11-28,517,['128']
2020-11-21,1534,['169']
2020-11-29,538,['93']
2020-11-22,781,['26']
2020-11-22,250,"['19', '107', '128']"
2020-11-27,560,"['146', '151', '154', '164']"
2020-11-20,1210,"['107', '134']"
2020-11-16,712,"['124', '169']"
2020-11-14,463,['154']
2020-11-24,808,['18']
2020-11-09,461,['186']
2020-11-20,1276,"['128', '134']"
2020-11-22,1604,"['134', '134', '140']"
2020-11-24,1024,['171']
2020-11-04,86,"['2', '123']"
2020-11-14,1173,['130']
2020-11-07,695,['128']
2020-11-20,1129,['128']
2020-11-17,667,['142']
2020-11-29,1450,['128']
2020-11-05,360,['21']
2020-11-10,525,['138']
2020-11-23,1070,"['107', '128', '151', '154']"
2020-11-17,1650,"['130', '190']"
2020-11-25,225,['151']
2020-11-12,101,['123']
2020-11-29,590,['22']
2020-11-25,320,"['93', '151', '164']"
2020-11-01,699,"['22', '134', '173']"
2020-11-18,192,['2']
2020-11-20,606,['141']
2020-11-12,930,['128']
2020-11-15,1167,"['107', '142']"
2020-11-23,561,"['76', '128', '146', '151']"
2020-11-14,881,['134']
2020-11-24,1042,['139']
2020-11-26,477,['167']
2020-11-23,644,"['1', '134']"
2020-11-20,859,['76']
2020-11-30,1261,"['107', '142']"
2020-11-02,340,"['107', '175']"
2020-11-15,550,['142']
2020-11-29,54,"['2', '107', '123']"
2020-11-01,493,"['19', '76', '108', '154']"
2020-11-19,1096,['132']
2020-11-26,381,['76']
2020-11-14,955,['134']
2020-11-14,188,['18']
2020-11-12,650,['132']
2020-11-17,492,['178']
2020-11-06,147,['93']
2020-11-13,960,['130']
2020-11-06,839,"['100', '169']"
2020-11-02,719,"['108', '156']"
2020-11-29,254,['198']
2020-11-27,441,['142']
2020-11-12,1589,"['76', '140']"
2020-11-21,1131,"['107', '154']"
2020-11-20,377,['154']
2020-11-11,119,['188']
2020-11-27,1310,['139']
2020-11-14,315,"['142', '186']"
2020-11-01,619,"['108', '130']"
2020-11-28,1350,['108']
2020-11-26,729,['138']
2020-11-10,670,"['129', '146', '151', '154', '188']"
2020-11-30,1525,['138']
2020-11-09,473,['141']
2020-11-15,923,"['21', '154']"
2020-11-17,7,"['2', '108']"
2020-11-27,946,['134']
2020-11-30,1315,['154']
2020-11-02,35,['2']
2020-11-28,1436,"['146', '151']"
2020-11-11,932,['135']
2020-11-25,1471,['21']
2020-11-25,495,['21']
2020-11-24,1561,['139']
2020-11-24,1777,['196']
2020-11-25,1453,['160']
2020-11-25,231,['128']
2020-11-30,1727,['26']
2020-11-19,95,['193']
2020-11-25,289,['132']
2020-11-06,308,"['128', '173']"
2020-11-06,874,"['169', '171']"
2020-11-16,661,"['76', '107']"
2020-11-21,695,['154']
2020-11-21,222,['2']
2020-11-21,253,"['2', '2', '107', '188']"
2020-11-26,1504,['130']
2020-11-19,435,"['151', '164']"
2020-11-07,466,['76']
2020-11-29,98,"['2', '123']"
2020-11-13,385,"['140', '177']"
2020-11-28,263,['22']
2020-11-12,120,['188']
2020-11-15,540,"['146', '151']"
2020-11-29,11,['2']
2020-11-14,1270,['76']
2020-11-24,1249,"['141', '169']"
2020-11-11,1056,"['20', '187']"
2020-11-14,530,"['20', '141']"
2020-11-30,1534,['138']
2020-11-26,228,['188']
2020-11-26,401,"['151', '166']"
2020-11-25,256,['154']
2020-11-14,1125,"['130', '135']"
2020-11-25,1369,"['128', '195']"
2020-11-24,1501,['196']
2020-11-23,265,['107']
2020-11-06,779,['154']
2020-11-28,1537,['130']
2020-11-16,504,['108']
2020-11-28,163,['2']
2020-11-24,427,['1']
2020-11-28,1461,['154']
2020-11-24,150,['188']
2020-11-15,1318,"['1', '76', '134']"
2020-11-08,1352,"['134', '154']"
2020-11-04,98,"['19', '123']"
2020-11-15,1211,"['100', '132', '139']"
2020-11-28,310,['139']
2020-11-12,480,['124']
2020-11-08,648,['154']
2020-11-21,859,['107']
2020-11-29,261,"['1', '76']"
2020-11-17,1406,['129']
2020-11-15,326,"['146', '151']"
2020-11-23,558,['107']
2020-11-23,1173,"['76', '128', '128']"
2020-11-21,237,"['1', '2']"
2020-11-16,833,"['146', '151']"
2020-11-12,1537,['135']
2020-11-01,21,['123']
2020-11-15,253,"['151', '164']"
2020-11-28,144,['26']
2020-11-13,695,"['76', '151', '177']"
2020-11-26,1234,"['21', '142']"
2020-11-28,1404,"['130', '132']"
2020-11-09,879,"['134', '193']"
2020-11-21,792,"['76', '128']"
2020-11-22,297,['151']
2020-11-18,264,['188']
2020-11-30,1323,['138']
2020-11-20,900,['107']
2020-11-28,333,['15']
2020-11-27,1051,"['76', '108', '139']"
2020-11-09,557,['141']
2020-11-13,566,"['146', '151']"
2020-11-24,1743,['154']
2020-11-25,1668,['128']
2020-11-26,953,"['25', '50']"
2020-11-01,327,"['22', '134', '155']"
2020-11-17,724,['138']
2020-11-20,1185,"['76', '130']"
2020-11-13,1178,['128']
2020-11-16,435,['170']
2020-11-19,1652,['134']
2020-11-29,662,"['107', '128']"
2020-11-05,279,['93']
2020-11-26,1354,['134']
2020-11-07,33,"['2', '123']"
2020-11-16,619,['124']
2020-11-27,1300,"['98', '128', '154', '168']"
2020-11-27,74,"['2', '108']"
2020-11-14,97,['2']
2020-11-14,114,['2']
2020-11-09,302,['164']
2020-11-12,212,"['124', '134']"
2020-11-06,90,"['2', '123']"
2020-11-17,876,['134']
2020-11-26,197,['50']
2020-11-20,960,"['12', '20', '128', '154']"
2020-11-27,1379,['98']
2020-11-16,12,['108']
2020-11-19,943,['1']
2020-11-14,247,"['76', '108']"
2020-11-06,782,"['139', '151', '164']"
2020-11-06,505,"['26', '128', '128']"
2020-11-24,1227,"['146', '151', '164']"
2020-11-21,1238,"['139', '151']"
2020-11-26,1342,['134']
2020-11-24,1100,['142']
2020-11-01,744,['94']
2020-11-16,1787,['154']
2020-11-26,1562,['140']
2020-11-26,120,"['2', '98']"
2020-11-01,101,"['123', '188']"
2020-11-24,906,"['107', '140', '142']"
2020-11-20,536,['151']
2020-11-02,728,"['156', '175']"
2020-11-08,331,['142']
2020-11-29,149,"['2', '123']"
2020-11-07,567,"['142', '169']"
2020-11-06,427,['134']
2020-11-18,1374,"['107', '134']"
2020-11-16,226,"['146', '151']"
2020-11-16,1605,['135']
2020-11-09,32,"['2', '123']"
2020-11-21,606,"['15', '76', '107', '134']"
2020-11-22,163,['107']
2020-11-28,1128,['50']
2020-11-22,1349,"['151', '154', '164']"
